ligand,receptor,type,species
Jam3,Nfasc,R,Mouse
Rspo3,Nfasc,R,Mouse
Pdgfd,Nfasc,R,Mouse
Wnt8a,Nfasc,R,Mouse
Fgf22,Nfasc,R,Mouse
Fgf20,Nfasc,R,Mouse
Pdgfc,Nfasc,R,Mouse
Sema3g,Nfasc,R,Mouse
Fgf21,Nfasc,R,Mouse
Dll3,Nfasc,R,Mouse
Nlgn3,Nfasc,R,Mouse
Rph3a,Nfasc,R,Mouse
Chad,Nfasc,R,Mouse
Timp2,Nfasc,R,Mouse
Fbln1,Nfasc,R,Mouse
Npnt,Nfasc,R,Mouse
Lama5,Nfasc,R,Mouse
Comp,Nfasc,R,Mouse
Lamb2,Nfasc,R,Mouse
Dlk1,Nfasc,R,Mouse
Jag2,Nfasc,R,Mouse
Lamc3,Nfasc,R,Mouse
Rims2,Nfasc,R,Mouse
Dll1,Nfasc,R,Mouse
Ccn1,Nfasc,R,Mouse
Angpt2,Nfasc,R,Mouse
Edil3,Nfasc,R,Mouse
Dscam,Nfasc,R,Mouse
Lrig2,Nfasc,R,Mouse
Dkk1,Nfasc,R,Mouse
Fgf15,Nfasc,R,Mouse
Fgb,Nfasc,R,Mouse
Fgg,Nfasc,R,Mouse
Lamb1,Nfasc,R,Mouse
Lamc1,Nfasc,R,Mouse
Lama2,Nfasc,R,Mouse
Lama1,Nfasc,R,Mouse
S100a4,Nfasc,R,Mouse
Fbn1,Nfasc,R,Mouse
Vegfc,Nfasc,R,Mouse
Psen1,Nfasc,R,Mouse
Jag1,Nfasc,R,Mouse
Mfge8,Nfasc,R,Mouse
Pdap1,Nfasc,R,Mouse
Adam9,Nfasc,R,Mouse
Ltbp1,Nfasc,R,Mouse
Angpt1,Nfasc,R,Mouse
Lama3,Nfasc,R,Mouse
Epgn,Nfasc,R,Mouse
Nlgn1,Nfasc,R,Mouse
Draxin,Nfasc,R,Mouse
Nrg4,Nfasc,R,Mouse
Megf10,Nfasc,R,Mouse
Sema3c,Nfasc,R,Mouse
Fgf23,Nfasc,R,Mouse
Sema4a,Nfasc,R,Mouse
Dll4,Nfasc,R,Mouse
Ltbp3,Nfasc,R,Mouse
Dkk4,Nfasc,R,Mouse
Dkk2,Nfasc,R,Mouse
Angpt4,Nfasc,R,Mouse
Fgf7,Nfasc,R,Mouse
Adam23,Ptprd,LR,Mouse
Adamtsl5,Ptprd,LR,Mouse
Adgrb1,Ptprd,LR,Mouse
Aggf1,Ptprd,LR,Mouse
Angptl6,Ptprd,LR,Mouse
C1ql1,Ptprd,LR,Mouse
C1ql2,Ptprd,LR,Mouse
C1ql3,Ptprd,LR,Mouse
C1ql4,Ptprd,LR,Mouse
C1qtnf12,Ptprd,LR,Mouse
C1qtnf2,Ptprd,LR,Mouse
C1qtnf4,Ptprd,LR,Mouse
C1qtnf6,Ptprd,LR,Mouse
Gm1673,Ptprd,LR,Mouse
1600012H06Rik,Ptprd,LR,Mouse
Cbln1,Ptprd,LR,Mouse
Cbln2,Ptprd,LR,Mouse
Cbln3,Ptprd,LR,Mouse
Cbln4,Ptprd,LR,Mouse
Ccdc3,Ptprd,LR,Mouse
Cdcp2,Ptprd,LR,Mouse
Chadl,Ptprd,LR,Mouse
Cryab,Ptprd,LR,Mouse
Deaf1,Ptprd,LR,Mouse
Emc10,Ptprd,LR,Mouse
Enox1,Ptprd,LR,Mouse
Enox2,Ptprd,LR,Mouse
Epdr1,Ptprd,LR,Mouse
Erfe,Ptprd,LR,Mouse
Ero1a,Ptprd,LR,Mouse
Fam20c,Ptprd,LR,Mouse
Fndc5,Ptprd,LR,Mouse
Frzb,Ptprd,LR,Mouse
Hdgf,Ptprd,LR,Mouse
Igfals,Ptprd,LR,Mouse
Igfbp7,Ptprd,LR,Mouse
Igfbpl1,Ptprd,LR,Mouse
Iglon5,Ptprd,LR,Mouse
Islr,Ptprd,LR,Mouse
Kazald1,Ptprd,LR,Mouse
Lad1,Ptprd,LR,Mouse
Lgi3,Ptprd,LR,Mouse
Lypd6,Ptprd,LR,Mouse
Mapt,Ptprd,LR,Mouse
Metrn,Ptprd,LR,Mouse
Metrnl,Ptprd,LR,Mouse
Mettl24,Ptprd,LR,Mouse
Ndfip1,Ptprd,LR,Mouse
Neto1,Ptprd,LR,Mouse
Ninj1,Ptprd,LR,Mouse
Ntn5,Ptprd,LR,Mouse
Nxph4,Ptprd,LR,Mouse
Nyx,Ptprd,LR,Mouse
Otor,Ptprd,LR,Mouse
Pcdha1,Ptprd,LR,Mouse
Pcolce,Ptprd,LR,Mouse
Pdzd11,Ptprd,LR,Mouse
Pdzd2,Ptprd,LR,Mouse
Plxdc1,Ptprd,LR,Mouse
Podn,Ptprd,LR,Mouse
Podnl1,Ptprd,LR,Mouse
Ptx4,Ptprd,LR,Mouse
Sdcbp,Ptprd,LR,Mouse
Sfrp5,Ptprd,LR,Mouse
Soga1,Ptprd,LR,Mouse
Sparc,Ptprd,LR,Mouse
Spock2,Ptprd,LR,Mouse
Svbp,Ptprd,LR,Mouse
Timp4,Ptprd,LR,Mouse
Tmem25,Ptprd,LR,Mouse
Tub,Ptprd,LR,Mouse
Tulp1,Ptprd,LR,Mouse
Tulp2,Ptprd,LR,Mouse
Tulp3,Ptprd,LR,Mouse
Vasn,Ptprd,LR,Mouse
Vstm2a,Ptprd,LR,Mouse
Vstm4,Ptprd,LR,Mouse
Vwa1,Ptprd,LR,Mouse
Vwc2,Ptprd,LR,Mouse
Ybx1,Ptprd,LR,Mouse
Zbed3,Ptprd,LR,Mouse
Fgf12,Ptprd,R,Mouse
Fgf13,Ptprd,R,Mouse
Fgf11,Ptprd,R,Mouse
Fgf14,Ptprd,R,Mouse
Nrg2,Ptprd,R,Mouse
Ereg,Ptprd,R,Mouse
Sema3e,Ptprd,R,Mouse
Efna2,Ptprd,R,Mouse
Fgf18,Ptprd,R,Mouse
Farp2,Ptprd,R,Mouse
Sema3d,Ptprd,R,Mouse
Nxph2,Ptprd,R,Mouse
Nxph3,Ptprd,R,Mouse
Gdf11,Ptprd,R,Mouse
Sema4f,Ptprd,R,Mouse
Tgfa,Ptprd,R,Mouse
Pdgfa,Ptprd,R,Mouse
Dcn,Ptprd,R,Mouse
Inhba,Ptprd,R,Mouse
Fgf4,Ptprd,R,Mouse
Inhbb,Ptprd,R,Mouse
Fgf5,Ptprd,R,Mouse
Bmp1,Ptprd,R,Mouse
Areg,Ptprd,R,Mouse
Bmp7,Ptprd,R,Mouse
Efna1,Ptprd,R,Mouse
Bmp6,Ptprd,R,Mouse
Btc,Ptprd,R,Mouse
Gdf5,Ptprd,R,Mouse
Pgf,Ptprd,R,Mouse
Lum,Ptprd,R,Mouse
Efna3,Ptprd,R,Mouse
Efna4,Ptprd,R,Mouse
Efnb2,Ptprd,R,Mouse
Efna5,Ptprd,R,Mouse
Mfap2,Ptprd,R,Mouse
Fgf8,Ptprd,R,Mouse
Nrg3,Ptprd,R,Mouse
Efnb1,Ptprd,R,Mouse
Nrg1,Ptprd,R,Mouse
Efemp1,Ptprd,R,Mouse
Sema3b,Ptprd,R,Mouse
Sema3f,Ptprd,R,Mouse
Sema3a,Ptprd,R,Mouse
Efnb3,Ptprd,R,Mouse
Rspo4,Ptprd,R,Mouse
Rspo1,Ptprd,R,Mouse
Sytl3,Ptprd,R,Mouse
Rgmb,Ptprd,R,Mouse
Rspo2,Ptprd,R,Mouse
Dlk2,Ptprd,R,Mouse
Nlgn2,Ptprd,R,Mouse
Rgma,Ptprd,R,Mouse
Bcan,Ptprd,R,Mouse
Lrig1,Ptprd,R,Mouse
Hbegf,Ptprd,R,Mouse
Rspo3,Ptprd,R,Mouse
Pdgfd,Ptprd,R,Mouse
Pdgfc,Ptprd,R,Mouse
Sema3g,Ptprd,R,Mouse
Dll3,Ptprd,R,Mouse
Rph3a,Ptprd,R,Mouse
Chad,Ptprd,R,Mouse
Dll1,Ptprd,R,Mouse
Lrig2,Ptprd,R,Mouse
Dll4,Ptprd,R,Mouse
Adam23,Sdk2,LR,Mouse
Adamtsl5,Sdk2,LR,Mouse
Adgrb1,Sdk2,LR,Mouse
Aggf1,Sdk2,LR,Mouse
Angptl6,Sdk2,LR,Mouse
C1ql1,Sdk2,LR,Mouse
C1ql2,Sdk2,LR,Mouse
C1ql3,Sdk2,LR,Mouse
C1ql4,Sdk2,LR,Mouse
C1qtnf2,Sdk2,LR,Mouse
C1qtnf4,Sdk2,LR,Mouse
C1qtnf6,Sdk2,LR,Mouse
1600012H06Rik,Sdk2,LR,Mouse
Cbln1,Sdk2,LR,Mouse
Cbln2,Sdk2,LR,Mouse
Cbln3,Sdk2,LR,Mouse
Cbln4,Sdk2,LR,Mouse
Ccdc3,Sdk2,LR,Mouse
Cdcp2,Sdk2,LR,Mouse
Chadl,Sdk2,LR,Mouse
Deaf1,Sdk2,LR,Mouse
Emc10,Sdk2,LR,Mouse
Enox1,Sdk2,LR,Mouse
Enox2,Sdk2,LR,Mouse
Erfe,Sdk2,LR,Mouse
Ero1a,Sdk2,LR,Mouse
Fam20c,Sdk2,LR,Mouse
Fmod,Sdk2,LR,Mouse
Fndc5,Sdk2,LR,Mouse
Frzb,Sdk2,LR,Mouse
Hdgf,Sdk2,LR,Mouse
Igfals,Sdk2,LR,Mouse
Igfbp3,Sdk2,LR,Mouse
Igfbp7,Sdk2,LR,Mouse
Igfbpl1,Sdk2,LR,Mouse
Iglon5,Sdk2,LR,Mouse
Islr,Sdk2,LR,Mouse
Kazald1,Sdk2,LR,Mouse
Lgi3,Sdk2,LR,Mouse
Lypd6,Sdk2,LR,Mouse
Mapt,Sdk2,LR,Mouse
Matn4,Sdk2,LR,Mouse
Metrn,Sdk2,LR,Mouse
Metrnl,Sdk2,LR,Mouse
Mettl24,Sdk2,LR,Mouse
Neto1,Sdk2,LR,Mouse
Ninj1,Sdk2,LR,Mouse
Ntn5,Sdk2,LR,Mouse
Nxph4,Sdk2,LR,Mouse
Nyx,Sdk2,LR,Mouse
Otor,Sdk2,LR,Mouse
Pcdha1,Sdk2,LR,Mouse
Pcolce,Sdk2,LR,Mouse
Pdzd11,Sdk2,LR,Mouse
Plxdc1,Sdk2,LR,Mouse
Podn,Sdk2,LR,Mouse
Podnl1,Sdk2,LR,Mouse
Prelp,Sdk2,LR,Mouse
Ptx4,Sdk2,LR,Mouse
Sdcbp,Sdk2,LR,Mouse
Sfrp4,Sdk2,LR,Mouse
Sfrp5,Sdk2,LR,Mouse
Soga1,Sdk2,LR,Mouse
Sparc,Sdk2,LR,Mouse
Spock2,Sdk2,LR,Mouse
Svbp,Sdk2,LR,Mouse
Timp4,Sdk2,LR,Mouse
Tmem25,Sdk2,LR,Mouse
Tulp1,Sdk2,LR,Mouse
Vasn,Sdk2,LR,Mouse
Vstm2a,Sdk2,LR,Mouse
Vwa1,Sdk2,LR,Mouse
Vwc2,Sdk2,LR,Mouse
Fgf12,Sdk2,R,Mouse
Fgf13,Sdk2,R,Mouse
Fgf14,Sdk2,R,Mouse
Nrg2,Sdk2,R,Mouse
Ereg,Sdk2,R,Mouse
Sema3e,Sdk2,R,Mouse
Dhh,Sdk2,R,Mouse
Efna2,Sdk2,R,Mouse
Fgf17,Sdk2,R,Mouse
Fgf18,Sdk2,R,Mouse
Farp2,Sdk2,R,Mouse
Sema3d,Sdk2,R,Mouse
Sema4f,Sdk2,R,Mouse
Tgfa,Sdk2,R,Mouse
Pdgfa,Sdk2,R,Mouse
Dcn,Sdk2,R,Mouse
Fgf5,Sdk2,R,Mouse
Areg,Sdk2,R,Mouse
Fst,Sdk2,R,Mouse
Efna1,Sdk2,R,Mouse
Btc,Sdk2,R,Mouse
Pgf,Sdk2,R,Mouse
Lum,Sdk2,R,Mouse
Efna3,Sdk2,R,Mouse
Efna4,Sdk2,R,Mouse
Efnb2,Sdk2,R,Mouse
Efna5,Sdk2,R,Mouse
Mfap2,Sdk2,R,Mouse
Fgf8,Sdk2,R,Mouse
Nrg3,Sdk2,R,Mouse
Efnb1,Sdk2,R,Mouse
Nrg1,Sdk2,R,Mouse
Efemp1,Sdk2,R,Mouse
Sema3b,Sdk2,R,Mouse
Sema3f,Sdk2,R,Mouse
Sema3a,Sdk2,R,Mouse
Ihh,Sdk2,R,Mouse
Efnb3,Sdk2,R,Mouse
Rspo4,Sdk2,R,Mouse
Rspo1,Sdk2,R,Mouse
Rgmb,Sdk2,R,Mouse
Rspo2,Sdk2,R,Mouse
Dlk2,Sdk2,R,Mouse
Rgma,Sdk2,R,Mouse
Bcan,Sdk2,R,Mouse
Lrig1,Sdk2,R,Mouse
Hbegf,Sdk2,R,Mouse
Jam3,Sdk2,R,Mouse
Rspo3,Sdk2,R,Mouse
Pdgfd,Sdk2,R,Mouse
Pdgfc,Sdk2,R,Mouse
Sema3g,Sdk2,R,Mouse
Dll3,Sdk2,R,Mouse
Chad,Sdk2,R,Mouse
Timp2,Sdk2,R,Mouse
Npnt,Sdk2,R,Mouse
Lama5,Sdk2,R,Mouse
Lamb2,Sdk2,R,Mouse
Dlk1,Sdk2,R,Mouse
Jag2,Sdk2,R,Mouse
Lamc3,Sdk2,R,Mouse
Dll1,Sdk2,R,Mouse
Edil3,Sdk2,R,Mouse
Dscam,Sdk2,R,Mouse
Lrig2,Sdk2,R,Mouse
Lama2,Sdk2,R,Mouse
Lama1,Sdk2,R,Mouse
Jag1,Sdk2,R,Mouse
Ltbp1,Sdk2,R,Mouse
Lama3,Sdk2,R,Mouse
Draxin,Sdk2,R,Mouse
Sema3c,Sdk2,R,Mouse
Sema4a,Sdk2,R,Mouse
Dll4,Sdk2,R,Mouse
Ltbp3,Sdk2,R,Mouse
Adgrb1,Epha2,L,Mouse
Angptl6,Epha2,L,Mouse
C1ql1,Epha2,L,Mouse
C1ql2,Epha2,L,Mouse
C1ql3,Epha2,L,Mouse
C1ql4,Epha2,L,Mouse
C1qtnf12,Epha2,L,Mouse
C1qtnf4,Epha2,L,Mouse
C1qtnf6,Epha2,L,Mouse
Gm1673,Epha2,L,Mouse
1600012H06Rik,Epha2,L,Mouse
Cbln1,Epha2,L,Mouse
Cbln2,Epha2,L,Mouse
Cbln3,Epha2,L,Mouse
Cbln4,Epha2,L,Mouse
Ccdc3,Epha2,L,Mouse
Chadl,Epha2,L,Mouse
Deaf1,Epha2,L,Mouse
Emc10,Epha2,L,Mouse
Epdr1,Epha2,L,Mouse
Erfe,Epha2,L,Mouse
Fndc5,Epha2,L,Mouse
Hdgf,Epha2,L,Mouse
Igfbp7,Epha2,L,Mouse
Iglon5,Epha2,L,Mouse
Islr,Epha2,L,Mouse
Lad1,Epha2,L,Mouse
Lypd6,Epha2,L,Mouse
Mapt,Epha2,L,Mouse
Metrn,Epha2,L,Mouse
Metrnl,Epha2,L,Mouse
Ndfip1,Epha2,L,Mouse
Neto1,Epha2,L,Mouse
Ninj1,Epha2,L,Mouse
Nxph4,Epha2,L,Mouse
Pcdha1,Epha2,L,Mouse
Pcolce,Epha2,L,Mouse
Pdzd11,Epha2,L,Mouse
Plac9,Epha2,L,Mouse
Sdcbp,Epha2,L,Mouse
Svbp,Epha2,L,Mouse
Tmem25,Epha2,L,Mouse
Tub,Epha2,L,Mouse
Tulp1,Epha2,L,Mouse
Tulp3,Epha2,L,Mouse
Vasn,Epha2,L,Mouse
Vstm2a,Epha2,L,Mouse
Vstm4,Epha2,L,Mouse
Vwa1,Epha2,L,Mouse
Vwc2,Epha2,L,Mouse
Zbed3,Epha2,L,Mouse
Adgrb1,Ephb2,L,Mouse
Angptl6,Ephb2,L,Mouse
C1ql1,Ephb2,L,Mouse
C1ql2,Ephb2,L,Mouse
C1ql3,Ephb2,L,Mouse
C1ql4,Ephb2,L,Mouse
C1qtnf12,Ephb2,L,Mouse
C1qtnf4,Ephb2,L,Mouse
C1qtnf6,Ephb2,L,Mouse
Gm1673,Ephb2,L,Mouse
1600012H06Rik,Ephb2,L,Mouse
Cbln1,Ephb2,L,Mouse
Cbln2,Ephb2,L,Mouse
Cbln3,Ephb2,L,Mouse
Cbln4,Ephb2,L,Mouse
Ccdc3,Ephb2,L,Mouse
Chadl,Ephb2,L,Mouse
Deaf1,Ephb2,L,Mouse
Emc10,Ephb2,L,Mouse
Erfe,Ephb2,L,Mouse
Fndc5,Ephb2,L,Mouse
Hdgf,Ephb2,L,Mouse
Igfbp7,Ephb2,L,Mouse
Iglon5,Ephb2,L,Mouse
Islr,Ephb2,L,Mouse
Lad1,Ephb2,L,Mouse
Lypd6,Ephb2,L,Mouse
Mapt,Ephb2,L,Mouse
Metrn,Ephb2,L,Mouse
Metrnl,Ephb2,L,Mouse
Neto1,Ephb2,L,Mouse
Ninj1,Ephb2,L,Mouse
Nxph4,Ephb2,L,Mouse
Pcolce,Ephb2,L,Mouse
Pdzd11,Ephb2,L,Mouse
Plac9,Ephb2,L,Mouse
Sdcbp,Ephb2,L,Mouse
Svbp,Ephb2,L,Mouse
Tmem25,Ephb2,L,Mouse
Tub,Ephb2,L,Mouse
Tulp1,Ephb2,L,Mouse
Tulp3,Ephb2,L,Mouse
Vasn,Ephb2,L,Mouse
Vstm2a,Ephb2,L,Mouse
Vwc2,Ephb2,L,Mouse
Zbed3,Ephb2,L,Mouse
Adgrb1,Ephb3,L,Mouse
Angptl6,Ephb3,L,Mouse
C1ql1,Ephb3,L,Mouse
C1ql2,Ephb3,L,Mouse
C1ql3,Ephb3,L,Mouse
C1ql4,Ephb3,L,Mouse
C1qtnf12,Ephb3,L,Mouse
C1qtnf4,Ephb3,L,Mouse
C1qtnf6,Ephb3,L,Mouse
Gm1673,Ephb3,L,Mouse
1600012H06Rik,Ephb3,L,Mouse
Cbln1,Ephb3,L,Mouse
Cbln2,Ephb3,L,Mouse
Cbln3,Ephb3,L,Mouse
Cbln4,Ephb3,L,Mouse
Ccdc3,Ephb3,L,Mouse
Chadl,Ephb3,L,Mouse
Deaf1,Ephb3,L,Mouse
Emc10,Ephb3,L,Mouse
Epdr1,Ephb3,L,Mouse
Erfe,Ephb3,L,Mouse
Fndc5,Ephb3,L,Mouse
Hdgf,Ephb3,L,Mouse
Igfbp7,Ephb3,L,Mouse
Iglon5,Ephb3,L,Mouse
Islr,Ephb3,L,Mouse
Lad1,Ephb3,L,Mouse
Lypd6,Ephb3,L,Mouse
Mapt,Ephb3,L,Mouse
Metrn,Ephb3,L,Mouse
Metrnl,Ephb3,L,Mouse
Neto1,Ephb3,L,Mouse
Nxph4,Ephb3,L,Mouse
Pcolce,Ephb3,L,Mouse
Pdzd11,Ephb3,L,Mouse
Plac9,Ephb3,L,Mouse
Sdcbp,Ephb3,L,Mouse
Svbp,Ephb3,L,Mouse
Tmem25,Ephb3,L,Mouse
Tulp1,Ephb3,L,Mouse
Vasn,Ephb3,L,Mouse
Vstm2a,Ephb3,L,Mouse
Vwa1,Ephb3,L,Mouse
Vwc2,Ephb3,L,Mouse
Zbed3,Ephb3,L,Mouse
Adgrb1,Ephb4,L,Mouse
Angptl6,Ephb4,L,Mouse
C1ql1,Ephb4,L,Mouse
C1ql2,Ephb4,L,Mouse
C1ql3,Ephb4,L,Mouse
C1ql4,Ephb4,L,Mouse
C1qtnf12,Ephb4,L,Mouse
C1qtnf4,Ephb4,L,Mouse
C1qtnf6,Ephb4,L,Mouse
Gm1673,Ephb4,L,Mouse
1600012H06Rik,Ephb4,L,Mouse
Cbln1,Ephb4,L,Mouse
Cbln2,Ephb4,L,Mouse
Cbln3,Ephb4,L,Mouse
Cbln4,Ephb4,L,Mouse
Ccdc3,Ephb4,L,Mouse
Chadl,Ephb4,L,Mouse
Deaf1,Ephb4,L,Mouse
Emc10,Ephb4,L,Mouse
Erfe,Ephb4,L,Mouse
Fndc5,Ephb4,L,Mouse
Hdgf,Ephb4,L,Mouse
Igfbp7,Ephb4,L,Mouse
Iglon5,Ephb4,L,Mouse
Islr,Ephb4,L,Mouse
Lad1,Ephb4,L,Mouse
Lypd6,Ephb4,L,Mouse
Mapt,Ephb4,L,Mouse
Metrn,Ephb4,L,Mouse
Metrnl,Ephb4,L,Mouse
Neto1,Ephb4,L,Mouse
Nxph4,Ephb4,L,Mouse
Pcolce,Ephb4,L,Mouse
Pdzd11,Ephb4,L,Mouse
Plac9,Ephb4,L,Mouse
Sdcbp,Ephb4,L,Mouse
Svbp,Ephb4,L,Mouse
Tmem25,Ephb4,L,Mouse
Tulp1,Ephb4,L,Mouse
Vasn,Ephb4,L,Mouse
Vstm2a,Ephb4,L,Mouse
Vwc2,Ephb4,L,Mouse
Zbed3,Ephb4,L,Mouse
Adgrb1,Ephb1,L,Mouse
Angptl6,Ephb1,L,Mouse
C1ql1,Ephb1,L,Mouse
C1ql2,Ephb1,L,Mouse
C1ql3,Ephb1,L,Mouse
C1ql4,Ephb1,L,Mouse
C1qtnf12,Ephb1,L,Mouse
C1qtnf4,Ephb1,L,Mouse
C1qtnf6,Ephb1,L,Mouse
Gm1673,Ephb1,L,Mouse
1600012H06Rik,Ephb1,L,Mouse
Cbln1,Ephb1,L,Mouse
Cbln2,Ephb1,L,Mouse
Cbln3,Ephb1,L,Mouse
Cbln4,Ephb1,L,Mouse
Ccdc3,Ephb1,L,Mouse
Chadl,Ephb1,L,Mouse
Deaf1,Ephb1,L,Mouse
Emc10,Ephb1,L,Mouse
Epdr1,Ephb1,L,Mouse
Erfe,Ephb1,L,Mouse
Fndc5,Ephb1,L,Mouse
Hdgf,Ephb1,L,Mouse
Igfbp7,Ephb1,L,Mouse
Igfbpl1,Ephb1,L,Mouse
Iglon5,Ephb1,L,Mouse
Islr,Ephb1,L,Mouse
Kazald1,Ephb1,L,Mouse
Lad1,Ephb1,L,Mouse
Lypd6,Ephb1,L,Mouse
Mapt,Ephb1,L,Mouse
Metrn,Ephb1,L,Mouse
Metrnl,Ephb1,L,Mouse
Nbl1,Ephb1,L,Mouse
Ndfip1,Ephb1,L,Mouse
Neto1,Ephb1,L,Mouse
Ninj1,Ephb1,L,Mouse
Ntn5,Ephb1,L,Mouse
Nxph4,Ephb1,L,Mouse
Pcdha1,Ephb1,L,Mouse
Pcolce,Ephb1,L,Mouse
Pdzd11,Ephb1,L,Mouse
Plac9,Ephb1,L,Mouse
Sdcbp,Ephb1,L,Mouse
Svbp,Ephb1,L,Mouse
Tmem25,Ephb1,L,Mouse
Tub,Ephb1,L,Mouse
Tulp1,Ephb1,L,Mouse
Tulp3,Ephb1,L,Mouse
Vasn,Ephb1,L,Mouse
Vstm2a,Ephb1,L,Mouse
Vstm4,Ephb1,L,Mouse
Vwa1,Ephb1,L,Mouse
Vwc2,Ephb1,L,Mouse
Zbed3,Ephb1,L,Mouse
Adgrb1,Epha4,L,Mouse
Angptl6,Epha4,L,Mouse
C1ql1,Epha4,L,Mouse
C1ql2,Epha4,L,Mouse
C1ql3,Epha4,L,Mouse
C1ql4,Epha4,L,Mouse
C1qtnf12,Epha4,L,Mouse
C1qtnf4,Epha4,L,Mouse
C1qtnf6,Epha4,L,Mouse
Gm1673,Epha4,L,Mouse
1600012H06Rik,Epha4,L,Mouse
Cbln1,Epha4,L,Mouse
Cbln2,Epha4,L,Mouse
Cbln3,Epha4,L,Mouse
Cbln4,Epha4,L,Mouse
Ccdc3,Epha4,L,Mouse
Chadl,Epha4,L,Mouse
Deaf1,Epha4,L,Mouse
Emc10,Epha4,L,Mouse
Epdr1,Epha4,L,Mouse
Erfe,Epha4,L,Mouse
Fndc5,Epha4,L,Mouse
Hdgf,Epha4,L,Mouse
Igfbp7,Epha4,L,Mouse
Iglon5,Epha4,L,Mouse
Islr,Epha4,L,Mouse
Lad1,Epha4,L,Mouse
Lypd6,Epha4,L,Mouse
Mapt,Epha4,L,Mouse
Metrn,Epha4,L,Mouse
Metrnl,Epha4,L,Mouse
Ndfip1,Epha4,L,Mouse
Neto1,Epha4,L,Mouse
Ninj1,Epha4,L,Mouse
Nxph4,Epha4,L,Mouse
Pcdha1,Epha4,L,Mouse
Pcolce,Epha4,L,Mouse
Pdzd11,Epha4,L,Mouse
Plac9,Epha4,L,Mouse
Sdcbp,Epha4,L,Mouse
Svbp,Epha4,L,Mouse
Tmem25,Epha4,L,Mouse
Tub,Epha4,L,Mouse
Tulp1,Epha4,L,Mouse
Tulp3,Epha4,L,Mouse
Vasn,Epha4,L,Mouse
Vstm2a,Epha4,L,Mouse
Vstm4,Epha4,L,Mouse
Vwa1,Epha4,L,Mouse
Vwc2,Epha4,L,Mouse
Zbed3,Epha4,L,Mouse
Adgrb1,Epha7,L,Mouse
Angptl6,Epha7,L,Mouse
C1ql1,Epha7,L,Mouse
C1ql2,Epha7,L,Mouse
C1ql3,Epha7,L,Mouse
C1ql4,Epha7,L,Mouse
C1qtnf12,Epha7,L,Mouse
C1qtnf4,Epha7,L,Mouse
C1qtnf6,Epha7,L,Mouse
Gm1673,Epha7,L,Mouse
1600012H06Rik,Epha7,L,Mouse
Cbln1,Epha7,L,Mouse
Cbln2,Epha7,L,Mouse
Cbln3,Epha7,L,Mouse
Cbln4,Epha7,L,Mouse
Ccdc3,Epha7,L,Mouse
Chadl,Epha7,L,Mouse
Deaf1,Epha7,L,Mouse
Emc10,Epha7,L,Mouse
Epdr1,Epha7,L,Mouse
Erfe,Epha7,L,Mouse
Fndc4,Epha7,L,Mouse
Fndc5,Epha7,L,Mouse
Hdgf,Epha7,L,Mouse
Igfbp7,Epha7,L,Mouse
Iglon5,Epha7,L,Mouse
Islr,Epha7,L,Mouse
Lad1,Epha7,L,Mouse
Lypd6,Epha7,L,Mouse
Mapt,Epha7,L,Mouse
Metrn,Epha7,L,Mouse
Metrnl,Epha7,L,Mouse
Ndfip1,Epha7,L,Mouse
Neto1,Epha7,L,Mouse
Ninj1,Epha7,L,Mouse
Nxph4,Epha7,L,Mouse
Pcdha1,Epha7,L,Mouse
Pcolce,Epha7,L,Mouse
Pdzd11,Epha7,L,Mouse
Plac9,Epha7,L,Mouse
Sdcbp,Epha7,L,Mouse
Svbp,Epha7,L,Mouse
Tmem25,Epha7,L,Mouse
Tub,Epha7,L,Mouse
Tulp1,Epha7,L,Mouse
Tulp3,Epha7,L,Mouse
Vasn,Epha7,L,Mouse
Vstm2a,Epha7,L,Mouse
Vstm4,Epha7,L,Mouse
Vwa1,Epha7,L,Mouse
Vwc2,Epha7,L,Mouse
Zbed3,Epha7,L,Mouse
Adgrb1,Sdk1,LR,Mouse
Angptl6,Sdk1,LR,Mouse
C1ql1,Sdk1,LR,Mouse
C1ql2,Sdk1,LR,Mouse
C1ql3,Sdk1,LR,Mouse
C1ql4,Sdk1,LR,Mouse
C1qtnf4,Sdk1,LR,Mouse
C1qtnf6,Sdk1,LR,Mouse
1600012H06Rik,Sdk1,LR,Mouse
Cbln1,Sdk1,LR,Mouse
Cbln2,Sdk1,LR,Mouse
Cbln3,Sdk1,LR,Mouse
Cbln4,Sdk1,LR,Mouse
Ccdc3,Sdk1,LR,Mouse
Chadl,Sdk1,LR,Mouse
Deaf1,Sdk1,LR,Mouse
Emc10,Sdk1,LR,Mouse
Erfe,Sdk1,LR,Mouse
Fmod,Sdk1,LR,Mouse
Fndc5,Sdk1,LR,Mouse
Hdgf,Sdk1,LR,Mouse
Igfals,Sdk1,LR,Mouse
Igfbp7,Sdk1,LR,Mouse
Iglon5,Sdk1,LR,Mouse
Islr,Sdk1,LR,Mouse
Kazald1,Sdk1,LR,Mouse
Lgi3,Sdk1,LR,Mouse
Lypd6,Sdk1,LR,Mouse
Matn4,Sdk1,LR,Mouse
Metrn,Sdk1,LR,Mouse
Metrnl,Sdk1,LR,Mouse
Neto1,Sdk1,LR,Mouse
Pcolce,Sdk1,LR,Mouse
Pdzd11,Sdk1,LR,Mouse
Podn,Sdk1,LR,Mouse
Podnl1,Sdk1,LR,Mouse
Prelp,Sdk1,LR,Mouse
